ticker,company_name,sector_name,sub_sector_name
SQFT,"Presidio Property Trust, Inc.",real-estate,reit-diversified
GIPR,"Generation Income Properties, Inc.",real-estate,reit-diversified
HHH,Howard Hughes Holdings Inc.,real-estate,real-estate-development
VTMX,"CorporaciÃ³n Inmobiliaria Vesta, S.A.B. de C.V.",real-estate,real-estate-development
CCS,"Century Communities, Inc.",real-estate,real-estate-development
FOR,Forestar Group Inc.,real-estate,real-estate-development
FPH,"Five Point Holdings, LLC",real-estate,real-estate-development
SKYH,Sky Harbour Group Corporation,real-estate,real-estate-development
SDHC,Smith Douglas Homes Corp.,real-estate,real-estate-development
OZ,"Belpointe PREP, LLC",real-estate,real-estate-development
AXR,AMREP Corporation,real-estate,real-estate-development
LPA,Logistic Properties of the Americas,real-estate,real-estate-development
JFB,JFB Construction Holdings,real-estate,real-estate-development
AEI,Alset Inc.,real-estate,real-estate-development
MRNO,Murano Global Investments Plc,real-estate,real-estate-development
LRE,"Lead Real Estate Co., Ltd",real-estate,real-estate-development
RENX,RenX Enterprises Corp.,real-estate,real-estate-development
HST,"Host Hotels & Resorts, Inc.",real-estate,reit-hotel-and-motel
RHP,"Ryman Hospitality Properties, Inc.",real-estate,reit-hotel-and-motel
APLE,"Apple Hospitality REIT, Inc.",real-estate,reit-hotel-and-motel
PK,Park Hotels & Resorts Inc.,real-estate,reit-hotel-and-motel
DRH,DiamondRock Hospitality Company,real-estate,reit-hotel-and-motel
SHO,"Sunstone Hotel Investors, Inc.",real-estate,reit-hotel-and-motel
PEB,Pebblebrook Hotel Trust,real-estate,reit-hotel-and-motel
XHR,"Xenia Hotels & Resorts, Inc.",real-estate,reit-hotel-and-motel
RLJ,RLJ Lodging Trust,real-estate,reit-hotel-and-motel
SVC,Service Properties Trust,real-estate,reit-hotel-and-motel
INN,"Summit Hotel Properties, Inc.",real-estate,reit-hotel-and-motel
CLDT,Chatham Lodging Trust,real-estate,reit-hotel-and-motel
BHR,Braemar Hotels & Resorts Inc.,real-estate,reit-hotel-and-motel
AHT,"Ashford Hospitality Trust, Inc.",real-estate,reit-hotel-and-motel
IHT,InnSuites Hospitality Trust,real-estate,reit-hotel-and-motel
JOE,The St. Joe Company,real-estate,real-estate-diversified
STRS,Stratus Properties Inc.,real-estate,real-estate-diversified
