ticker,company_name,sector_name,sub_sector_name
HLX,"Helix Energy Solutions Group, Inc.",energy,oil-gas-equipment-and-services
ACDC,ProFrac Holding Corp.,energy,oil-gas-equipment-and-services
VTOL,Bristow Group Inc.,energy,oil-gas-equipment-and-services
HMH,HMH Holding Inc.,energy,oil-gas-equipment-and-services
FTK,"Flotek Industries, Inc.",energy,oil-gas-equipment-and-services
CLB,Core Laboratories Inc.,energy,oil-gas-equipment-and-services
FET,"Forum Energy Technologies, Inc.",energy,oil-gas-equipment-and-services
NGS,"Natural Gas Services Group, Inc.",energy,oil-gas-equipment-and-services
OIS,"Oil States International, Inc.",energy,oil-gas-equipment-and-services
NOA,North American Construction Group Ltd.,energy,oil-gas-equipment-and-services
RNGR,"Ranger Energy Services, Inc.",energy,oil-gas-equipment-and-services
SND,"Smart Sand, Inc.",energy,oil-gas-equipment-and-services
OMSE,OMS Energy Technologies Inc.,energy,oil-gas-equipment-and-services
NINE,"Nine Energy Service, Inc.",energy,oil-gas-equipment-and-services
NCSM,"NCS Multistage Holdings, Inc.",energy,oil-gas-equipment-and-services
DWSN,Dawson Geophysical Company,energy,oil-gas-equipment-and-services
GEOS,Geospace Technologies Corporation,energy,oil-gas-equipment-and-services
DTI,Drilling Tools International Corporation,energy,oil-gas-equipment-and-services
STAK,STAK Inc.,energy,oil-gas-equipment-and-services
LSE,"Leishen Energy Holding Co., Ltd.",energy,oil-gas-equipment-and-services
KLXE,"KLX Energy Services Holdings, Inc.",energy,oil-gas-equipment-and-services
RCON,"Recon Technology, Ltd.",energy,oil-gas-equipment-and-services
XOM,Exxon Mobil Corporation,energy,oil-gas-integrated
CVX,Chevron Corporation,energy,oil-gas-integrated
SHEL,Shell plc,energy,oil-gas-integrated
TTE,TotalEnergies SE,energy,oil-gas-integrated
BP,BP p.l.c.,energy,oil-gas-integrated
PBR,PetrÃ³leo Brasileiro S.A. - Petrobras,energy,oil-gas-integrated
PBR.A,PetrÃ³leo Brasileiro S.A. - Petrobras,energy,oil-gas-integrated
EQNR,Equinor ASA,energy,oil-gas-integrated
E,Eni S.p.A.,energy,oil-gas-integrated
SU,Suncor Energy Inc.,energy,oil-gas-integrated
IMO,Imperial Oil Limited,energy,oil-gas-integrated
CVE,Cenovus Energy Inc.,energy,oil-gas-integrated
EC,Ecopetrol S.A.,energy,oil-gas-integrated
YPF,YPF Sociedad AnÃ³nima,energy,oil-gas-integrated
NFG,National Fuel Gas Company,energy,oil-gas-integrated
TGS,Transportadora de Gas del Sur S.A.,energy,oil-gas-integrated
DEC,Diversified Energy Company,energy,oil-gas-integrated
SLNG,"Stabilis Solutions, Inc.",energy,oil-gas-integrated
SKYQ,Sky Quarry Inc.,energy,oil-gas-integrated
VIVK,"Vivakor, Inc.",energy,oil-gas-integrated
MPC,Marathon Petroleum Corporation,energy,oil-gas-refining-and-marketing
VLO,Valero Energy Corporation,energy,oil-gas-refining-and-marketing
PSX,Phillips 66,energy,oil-gas-refining-and-marketing
DINO,HF Sinclair Corporation,energy,oil-gas-refining-and-marketing
SUN,Sunoco LP,energy,oil-gas-refining-and-marketing
UGP,Ultrapar ParticipaÃ§Ãµes S.A.,energy,oil-gas-refining-and-marketing
PBF,PBF Energy Inc.,energy,oil-gas-refining-and-marketing
IEP,Icahn Enterprises L.P.,energy,oil-gas-refining-and-marketing
CVI,"CVR Energy, Inc.",energy,oil-gas-refining-and-marketing
DK,"Delek US Holdings, Inc.",energy,oil-gas-refining-and-marketing
PARR,"Par Pacific Holdings, Inc.",energy,oil-gas-refining-and-marketing
DKL,"Delek Logistics Partners, LP",energy,oil-gas-refining-and-marketing
CSAN,Cosan S.A.,energy,oil-gas-refining-and-marketing
WKC,World Kinect Corporation,energy,oil-gas-refining-and-marketing
APC,ARKO Petroleum Corp.,energy,oil-gas-refining-and-marketing
CAPL,CrossAmerica Partners LP,energy,oil-gas-refining-and-marketing
CLNE,Clean Energy Fuels Corp.,energy,oil-gas-refining-and-marketing
SGU,"Star Group, L.P.",energy,oil-gas-refining-and-marketing
DLXY,Delixy Holdings Limited,energy,oil-gas-refining-and-marketing
CCJ,Cameco Corporation,energy,uranium
NXE,NexGen Energy Ltd.,energy,uranium
UEC,Uranium Energy Corp.,energy,uranium
UUUU,Energy Fuels Inc.,energy,uranium
LEU,Centrus Energy Corp.,energy,uranium
DNN,Denison Mines Corp.,energy,uranium
URG,Ur-Energy Inc.,energy,uranium
ISOU,IsoEnergy Ltd.,energy,uranium
UROY,Uranium Royalty Corp.,energy,uranium
NUCL,Eagle Nuclear Energy Corp.,energy,uranium
EU,enCore Energy Corp.,energy,uranium
AEC,Anfield Energy Inc.,energy,uranium
JAGU,Jaguar Uranium Corp.,energy,uranium
NE,Noble Corporation plc,energy,oil-gas-drilling
RIG,Transocean Ltd.,energy,oil-gas-drilling
VAL,Valaris Limited,energy,oil-gas-drilling
PTEN,"Patterson-UTI Energy, Inc.",energy,oil-gas-drilling
HP,"Helmerich & Payne, Inc.",energy,oil-gas-drilling
SDRL,Seadrill Limited,energy,oil-gas-drilling
SOC,Sable Offshore Corp.,energy,oil-gas-drilling
BORR,Borr Drilling Limited,energy,oil-gas-drilling
NBR,Nabors Industries Ltd.,energy,oil-gas-drilling
PDS,Precision Drilling Corporation,energy,oil-gas-drilling
CNR,"Core Natural Resources, Inc.",energy,thermal-coal
BTU,Peabody Energy Corporation,energy,thermal-coal
ARLP,"Alliance Resource Partners, L.P.",energy,thermal-coal
NRP,Natural Resource Partners L.P.,energy,thermal-coal
HNRG,Hallador Energy Company,energy,thermal-coal
NC,"NACCO Industries, Inc.",energy,thermal-coal
